user,text,hashtags,created_at
carlhunter86,@British_Airways Done please can someone confirm  I have a few outstanding quiries but as travel is 24 hours this one is urgent,[],2021-11-01 10:41:39+00:00
LeahRitchie29,@British_Airways Hi this still isn’t resolved please can you assist.,[],2021-11-01 10:41:02+00:00
mikegays,@British_Airways Hello! Is no one actually working on this account? a bit like your phone lines that just cut off after and hour??,[],2021-11-01 10:40:51+00:00
jocandraw,"@British_Airways how do customers get any contact with you? You cut off all options on the phone and the chat bot needs firing, offers an agent but says to call back during business hrs. Its 10:38am. In Britain. Useless.",[],2021-11-01 10:38:48+00:00
laliandujar,@British_Airways sent a complaint about missing points 3 weeks ago and still no answer. What is going on???,[],2021-11-01 10:37:12+00:00
rasna_mangat,@British_Airways is an absolute joke. I booked a holiday over Christmas. I receive an email to say that my return flight has been cancelled and rescheduled. I paid extra for the later flight. I have been calling them for days and can’t get through. Rubbish service!!!,[],2021-11-01 10:34:55+00:00
hughzyjr,@British_Airways shocking customer support as usual. phone lines don't transfer to anyone. No online help and Twitter DM's go unanswered.,[],2021-11-01 10:30:10+00:00
EleanorJMahone1,@British_Airways Awful airline! Canceled my flight without telling me. There is no such thing as customer service to address my complaint and reimburse me for added expense. Wrote to the CEO and no reply!,[],2021-11-01 10:28:48+00:00
harikanduri,"@British_Airways Hi Monica, even this contains information which doesn’t answer my question. Does an infant-11 months need to have a RT-PCR? I have known from Air suvidha that the airlines would decide it.",[],2021-11-01 10:26:58+00:00
reald2019,"@British_Airways 3/3 Surely you are running a reduced flight service too which should alleviate some of the issues? Perhaps hire more call / online chat staff? Interestingly, it seems your payment systems are all operating both promptly and effectively.",[],2021-11-01 10:25:37+00:00
GeeklyRecapPod,@British_Airways It is appalling! I was told to call a different number and wasn’t told it was premium! My charges are over £200 now. All because I wanted a quote using my companion voucher to a flight to Chicago and back from Green Bay. How can you explain these charges? Feels like a huge scam! https://t.co/T3F14g4M2F,[],2021-11-01 10:24:04+00:00
reald2019,@British_Airways 2/3 a reduced call service. I am set to fly soon and have no way of contacting you to resolve this issue. It’s staggeringly poor customer service. Could you please advise me how I go about contacting you to add a newborn baby to an existing booking please?,[],2021-11-01 10:23:38+00:00
reald2019,"@British_Airways 1/3 I am still trying to resolve my flight issue. I need to add a baby to my booking, which according to your online chat team can only be done by calling you. Each time I call you, you hang up on me citing your team’s wellbeing as justification for running…",[],2021-11-01 10:21:42+00:00
MikeHaliHali,@British_Airways please help? I have a flight booked for tonight and I am unable to check in online. I tried calling your helpline and was cut off because you’re too busy. https://t.co/U66I6FfhIN,[],2021-11-01 10:21:41+00:00
meemore,@British_Airways I’m trying to add my additional info to my booking but when I finish it still says additional information needed. When I go back in the info I’ve submitted has disappeared. Do you have technical problems?,[],2021-11-01 10:21:33+00:00
SarahGl93626164,@British_Airways How do we get in touch with someone who can assist in making changes ? I have been trying to contact @British_Airways for 4 weeks regarding a booking I have in less than 8 weeks time!,[],2021-11-01 10:21:06+00:00
Vitamin_S_Land,@British_Airways Hi. We are trying to contact you to add an infant to our flights in December. We can’t get through on any number.,[],2021-11-01 10:17:33+00:00
BrookeClark09,"@British_Airways i was expecting my refund to come in today, i have been waiting 2 weeks and was told to tweet if it never came in by then. could someone sort this out for me please?☺️",[],2021-11-01 10:12:54+00:00
LeeAgate,@British_Airways Your automated message service suggests talking to social media team regarding my issue. Is there a social media team because nobody is answering?,[],2021-11-01 10:12:02+00:00
heshog540,"@British_Airways  I booked a hotel with you using Avios, but received no confirmation email and can't see my booking. You won't take any of my calls and the hotel can't see the booking. Please help.",[],2021-11-01 10:11:58+00:00
TomHutc25518965,@British_Airways  Can’t access online Exec Club account so don’t have Exec Club Silver phone no. or online access. Spent 55 mins on hold to customer service. Call then ended without explanation. Please advise how to get assistance? Trying to book reward flight holiday.,[],2021-11-01 10:10:50+00:00
Borntraege3Lara,@British_Airways website to book flight+car is not working (1+ hour),[],2021-11-01 10:10:37+00:00
lib_thinks,@British_Airways  What is wrong with your booking site??? Goes right through to last stage then says it won't work...,[],2021-11-01 10:09:07+00:00
AprilDa61087970,@British_Airways Bao273 London to San Diego   They were so late checking people in at Manchester everyone is complaining : they don’t take nhs PCR and I could have gotten one there but over 2 hours just to check in,[],2021-11-01 10:08:58+00:00
harikanduri,"@British_Airways Hi Rob, there is no information if a baby needs to have RT-PCR test? Can you confirm if a restriction for British airways?",[],2021-11-01 10:03:58+00:00
CharlieLamkin,"@British_Airways received email asking me to upload vaccine status,negative test and dec form for my flight to Maldives on Wed.But,you can’t complete the Maldivian dec form until 24 hrs before&amp; shouldn’t exceed 24 hrs before arrival time. So I can’t check in until the day we fly?",[],2021-11-01 10:03:52+00:00
Edward_SQuinn,"@British_Airways Hi Kiran, thank you for the reply, I managed to get through to a BA advisor last night who advised it was within 72hrs of the first flight and VeriFLY confirmed this too via email. Cheers!",[],2021-11-01 10:02:12+00:00
LindsayWgrant,@British_Airways Double booked a flight because of website glitch. Need to cancel one of them,[],2021-11-01 10:01:51+00:00
DamianVictory,@British_Airways Yeah your service is a nightmare!!!,[],2021-11-01 10:01:20+00:00
CarolynBidwell2,@British_Airways You delayed my flight over 5 hours and I’m entitled to compensation under EU directive/ UK law 261/2004. Called 8 times to make a claim yet your customer service line is not putting calls through. Unacceptable! Have someone contact me directly.,[],2021-11-01 10:00:12+00:00
rubycav92,"@British_Airways hi, when I try to change my flight online it says to contact directly. Been on hold for an hour and no luck, also tried the chat but no response there either, can someone help please?",[],2021-11-01 09:59:41+00:00
ElyzabethSB,"@British_Airways you should be investigated for outrageous premium call charges to your CS team. You cancelled booked flights without providing alternative dates, then provided alternative inbound flight, no outbound. On hold for lengthy period, resulting in charges over £150.",[],2021-11-01 09:58:12+00:00
VarunJain203,"@British_Airways Thanks for reply, but it nowhere discusses about transit through the UK.",[],2021-11-01 09:57:48+00:00
SimonGarnham,@British_Airways It's STILL not working.,[],2021-11-01 09:55:46+00:00
SimonGarnham,@British_Airways @SJCARROLL91 This is an ongoing issue that has been reported many times over the last few days . It needs to be fixed .,[],2021-11-01 09:54:39+00:00
NicesocksFlo,"@British_Airways Hey, will you be doing Belfast to Newquay flights in summer 2022? If so, roughly when do they get released for sale?",[],2021-11-01 09:51:54+00:00
anon11awesome,"@British_Airways my brother raised a lost baggage reimbursement claim 3 weeks ago. Post that, there has been zero correspondence. We have been sending out emails and a call centre employee even hung up on my mother after she remained on hold for 20 mins. Please address this issue",[],2021-11-01 09:50:55+00:00
jenniferann1983,@British_Airways you have got to scrap that stupid VeriFLY app - huge queues at Barcelona airport today because no one could check in online,[],2021-11-01 09:44:54+00:00
lewieboy,@British_Airways is there anyone there that can help me?,[],2021-11-01 09:44:54+00:00
citytravelmary,@British_Airways morning team. Is there ANY chance we could get an extension to our companion vouchers please. One due to expire November 21 and the other January 22. Covid and our age nit been conducive to using them sadly but not planning on our 2022 holidays. Please help 🙏,[],2021-11-01 09:44:22+00:00
AnnieDressner,@British_Airways They don’t have Twitter. Shall I DM you the #?,[],2021-11-01 09:44:22+00:00
CllrPauline,@British_Airways @paulswaddle Have a great flight Paul,[],2021-11-01 09:42:57+00:00
shayneorpina,@British_Airways my flight BA2674 from LHR- PFO yesterday and I’m here without any of my stuff. My luggage did not arrive. I’ve made a complaint already at the airport last night.  Ref: PFOBA10839  I have so many important stuff in my luggage. Are you going to compensate me?,[],2021-11-01 09:41:14+00:00
lleolyons,"@British_Airways not taking any calls, web chat not working. About to leave for LHR...app says BA2730 now from LGW or maybe cancelled...pls advise.",[],2021-11-01 09:40:42+00:00
LawSociety7s,"@British_Airways please tell me how I can speak to someone? Called two different numbers, both which told me how busy they were and then hung up! Surely you can’t still be using the pandemic as an excuse not to talk to your customers?!",[],2021-11-01 09:39:58+00:00
Joe_Hendriks,@British_Airways why can’t I check in online? https://t.co/hZzci9yZ0A,[],2021-11-01 09:39:10+00:00
familyneighbors,"@British_Airways ‘Family Neighbours’ centres around the many years of friendship between two neighbouring families, the Murniadis and the Sülonghardts, in Kota Impian.  https://t.co/7RqyIWg0FI",[],2021-11-01 09:38:41+00:00
dawnyk78,@British_Airways my flight is showing as being rerouted but I've not received any communication about it via email! I've tried to contact the call centre on numerous occasions but can't get through. The online chat is no help! This is such a poor customer experience! Please help!,[],2021-11-01 09:38:03+00:00
lucewynn,"@British_Airways I need to change a flight but I’m unable to via the website, I’m unable to call as no operators available and there’s no one available on your chat service… Really? I’ve been trying for 2 days. Just not acceptable. Please advise how you can speak/chat please.",[],2021-11-01 09:38:01+00:00
s10202021,@British_Airways  dd please contact me about my incorrectly logged rewards points . It will prevent me from reaching emerald status through one world . American is my loyalty program . My ticket was over $1500,[],2021-11-01 09:36:19+00:00
s10202021,@British_Airways  ccc please contact me about my incorrectly logged rewards points . It will prevent me from reaching emerald status through one world . American is my loyalty program . My ticket was over $1500,[],2021-11-01 09:36:11+00:00
s10202021,@British_Airways  bbb please contact me about my incorrectly logged rewards points . It will prevent me from reaching emerald status through one world . American is my loyalty program . My ticket was over $1500,[],2021-11-01 09:36:01+00:00
s10202021,@British_Airways  aaa. please contact me about my incorrectly logged rewards points . It will prevent me from reaching emerald status through one world . American is my loyalty program . My ticket was over $1500,[],2021-11-01 09:35:38+00:00
nicbatchelor,"@British_Airways Ok, thank you 🙏🏼",[],2021-11-01 09:33:59+00:00
s10202021,@British_Airways please contact me about my incorrectly logged rewards points . It will prevent me from reaching emerald status through one world . American is my loyalty program . My ticket was over $1500.a,[],2021-11-01 09:33:26+00:00
s10202021,@British_Airways  please contact me about my incorrectly logged rewards points . It will prevent me from reaching emerald status through one world . American is my loyalty program . My ticket was over $1500!,[],2021-11-01 09:33:18+00:00
TheMarkCosby,@British_Airways please help! I had to cancel my flight yesterday due to it clashing with sons graduation. I received a voucher which I cant use online. I tried calling to rebook but get cut off after holding for 90 minutes! My avios aren’t back in my account so I cannot rebook,[],2021-11-01 09:33:03+00:00
s10202021,@British_Airways please contact me about my incorrectly logged rewards points . It will prevent me from reaching emerald status through one world . American is my loyalty program . My ticket was over $1500…..,[],2021-11-01 09:33:02+00:00
s10202021,@British_Airways please contact me about my incorrectly logged rewards points . It will prevent me from reaching emerald status through one world . American is my loyalty program . My ticket was over $1500…,[],2021-11-01 09:32:55+00:00
s10202021,@British_Airways please contact me about my incorrectly logged rewards points . It will prevent me from reaching emerald status through one world . American is my loyalty program . My ticket was over $1500..,[],2021-11-01 09:32:48+00:00
s10202021,@British_Airways please contact me about my incorrectly logged rewards points . It will prevent me from reaching emerald status through one world . American is my loyalty program . My ticket was over $1500.,[],2021-11-01 09:32:33+00:00
HedgehogLnd,"@British_Airways can't find any flight to Pisa (Italy), what's going on here?",[],2021-11-01 09:31:46+00:00
s10202021,@British_Airways please contact me about my incorrectly logged rewards points . It will prevent me from reaching emerald status through one world . American is my loyalty program . My ticket was over $1500,[],2021-11-01 09:31:28+00:00
andypse1,@British_Airways hi - I’m online trying to book with avios and use my companion voucher and when I search it keeps bringing up that there is an error with my request - it’s been like this for 24hrs - any idea why? https://t.co/r8gFsONWJx,[],2021-11-01 09:31:17+00:00
AndrewCrowe11,@British_Airways @British_Airways Help.. I booked a flight RPNFUA on Saturday evening. Yesterday I tried to change my outbound flight from 18th to the 20th. Inbound fine. You told me to s CSS all you tried and could not get through then you were closed. I have rang twice today,[],2021-11-01 09:31:08+00:00
s10202021,@British_Airways please contact me about my incorrectly logged rewards points . It will prevent me from reaching emerald status through one world . American is my loyalty program and the ticket i bought was over $1500!,[],2021-11-01 09:31:02+00:00
s10202021,@British_Airways please contact me about my incorrectly logged rewards points . It will prevent me from reaching emerald status through one world . American is my loyalty program .,[],2021-11-01 09:30:19+00:00
s10202021,@British_Airways  please contact me about my incorrectly logged rewards points . It will prevent me from reaching emerald status through one world . American is my loyalty program .,[],2021-11-01 09:30:13+00:00
s10202021,@British_Airways . My ticket cost over $1500 so this is a huge hit . Please let me know if anyone can help.,[],2021-11-01 09:29:04+00:00
s10202021,@British_Airways  I have a loyalty program through American Airlines . When I booked my flight my booking was logged onto a British airways reward account . This prevented me from receiving any points to my American Airlines account. And so it  has prevented me from reaching a,[],2021-11-01 09:28:58+00:00
gurgaoncynic,"@British_Airways Hi Team, it is proving to be a nightmare getting through your phone lines or live chat. Can someone get in touch, because there is no way out. The flexible booking feels like a sham given how difficult it is to actually change anything.",[],2021-11-01 09:26:39+00:00
lleolyons,@British_Airways having just successfully checked in for BA2370 LHR app says it is cancelled. Can you confirm this and advise pls,[],2021-11-01 09:24:23+00:00
Goatmasterfunk,@British_Airways just following up. Your website says you respond via Twitter. I’ve not heard anything https://t.co/F0kEHSCpPu,[],2021-11-01 09:23:05+00:00
MicaelZ,@British_Airways been waiting to speak to a human at the executive club now for 30 minutes...,[],2021-11-01 09:22:38+00:00
jacquikeddy,@British_Airways Tried that. No response.,[],2021-11-01 09:19:02+00:00
Adamtaylorgolf,@British_Airways Over 4 weeks since you broke my club in transit and no one has come back to me about this...  You phone lines aren't working/allowing me to speak to an actual person!!,[],2021-11-01 09:14:10+00:00
Csihra,@British_Airways the name on my booking is spelt incorrectly. agents have cut me off twice whilst connecting me to the correct department. Please can u have an agent call me,[],2021-11-01 09:13:56+00:00
daylightberry,"@British_Airways Did you get my message? I’ve still heard absolutely nothing, other than you are keeping my deposit even though it’s a holiday that can’t be made in Morroco!",[],2021-11-01 09:13:29+00:00
Crissy_Darlin,"@British_Airways Good Morning, would someone be able to look at my dm please",[],2021-11-01 09:12:12+00:00
kzjarze,@British_Airways Hi - I have a voucher that expires April 2022 and would like to book a flight between London and Barcelona in January 2022. The online booking system is rejecting my Voucher number after several attempts. What do I do?,[],2021-11-01 09:11:27+00:00
dougwal29768617,@British_Airways  I have just been holding for 1 hour and then cut off. Is there a way to contact Exec club without the awful phone service?,[],2021-11-01 09:09:56+00:00
Aki0782,"@British_Airways Hi,  Iam planning to Transit via London to Toronto from Mumbai. Do I need Transit visa If have Canadian Visa ?   I have a 4.5 hours of layover time. Is it enough to get LAMP Covid test done?   My flights numbers will be BA-138 BA-93  Please help.",[],2021-11-01 09:08:44+00:00
AndyJRDow,@British_Airways please help me! I’m trying to pay for my holiday with my eVouchures and there is no option.  You keep sending me a link that does not help and then you just dump me.  #horridservice,"[{'text': 'horridservice', 'indices': [184, 198]}]",2021-11-01 09:08:14+00:00
dromomanimike,"@British_Airways  I will be jumping on the A380 Madrid service on the 20th Nov, can you tell me if club Europe will be in the 380 business class cabin with lyflat bed? As I think choose my seat option is showing premium eco🤔.",[],2021-11-01 09:07:51+00:00
Realfreedom101,"@British_Airways Victory is certain #VoteEFF ✊🏾 The only reason why there was an armed struggle in South Africa was for the return of the Land, Equality and Dignity for black people and sharing of the natural resources of our country. The EFF is the only and I mean only party for our people man","[{'text': 'VoteEFF', 'indices': [36, 44]}]",2021-11-01 09:06:32+00:00
RavenBearer1,@British_Airways Hi I sent a message 3 days ago on here and I still have not received a reply to my request ?,[],2021-11-01 09:06:17+00:00
carlhunter86,@British_Airways travelling to dublin tomorrow verifly doesn’t work and there is no option online to upload documents?,[],2021-11-01 09:00:04+00:00
PaulSettles4,@British_Airways For the last 24 hours (at least) your website won't let me book a reward flight using a companion voucher. I tried calling but was dumped out of the queue and can no longer rejoin it.  Can you either sort your website or call me so I can make my booking?  Thanks,[],2021-11-01 08:57:02+00:00
BenShaw,"@British_Airways trying to navigate Covid tests for USA 🇺🇸 travel. Are Rapid Lateral Flow tests accepted, will these Screen4 Rapid Antigen Self Tests be ok? https://t.co/Z6LfGAHyAv",[],2021-11-01 08:55:23+00:00
ExistFamilies,@British_Airways Please consider the majority of those travelling over the next few weeks are those who have waited 19+ months to be reunited with partners &amp; families - essential travel NOT holiday makers  STOP bumping up your prices yeah. We've suffered enough  #LoveIsNotTourism https://t.co/Lc1r1sFNdp,"[{'text': 'LoveIsNotTourism', 'indices': [267, 284]}]",2021-11-01 08:50:45+00:00
timwagg,"@British_Airways appriciate lines are busy at the moment but have tried to call you 3 times in past 24 hours, all on hold for one hour and booted off and I can't do what I need online. Any advice please?",[],2021-11-01 08:45:51+00:00
ThePudding2,@British_Airways Another complaint to BA for no longer answering phones.   BA have cancelled and rebooked return flight to 1 day later -  I cannot get through to update my BA booked Hotel and transfers to the new date.   Can't do online either.  Terrible service.,[],2021-11-01 08:45:32+00:00
io_exception,"@British_Airways what a scam, having to call your premium number to make a booking.",[],2021-11-01 08:38:01+00:00
davidpodbur,@British_Airways Good morning. I have tried calling the executive club and using your BA Chatbot to no avail. Can you help me please over a simple query around the companion ticket expiry dates???,[],2021-11-01 08:36:25+00:00
LatchLynda,@British_Airways can someone please respond to my tweet? We fly tonight,[],2021-11-01 08:36:06+00:00
anntol,@British_Airways  live chat is not working. Please contact me ASAP Anntolaini0@hotmail.com  I am flying in 3 hours and cannot book in my friends,[],2021-11-01 08:32:08+00:00
Richa24021986,"@British_Airways I was denied boarding at Delhi airport as I am Indian National and were going to Germany. I was not explicitly informed on website while booking my tickets in Germany about the clause. Now, BA team is not giving me my refund as well. GIVE MY REFUND. #donotbookBA","[{'text': 'donotbookBA', 'indices': [267, 279]}]",2021-11-01 08:30:09+00:00
John_PaulK,"@British_Airways called right on 8am, but on hold for 30 minutes now (almost) - What is the expected response time? a bit silly...",[],2021-11-01 08:28:39+00:00
AliceKickham,@British_Airways You have charged me twice for the same flight and I am unable to contact anyone at customer services as your lines are all busy and have been for 24 hours. Please refund me immediately,[],2021-11-01 08:26:33+00:00
anntol,@British_Airways please contact me ASAP. anntolaini@hotmail.com,[],2021-11-01 08:22:31+00:00
PearseCarolyn,@British_Airways Sent a question by DM and no reply 🤷‍♀️ seems like a lot if customers having same issues. What's going on?,[],2021-11-01 08:22:07+00:00
anntol,@British_Airways please please help me. Phone line cuts me off and live chat frozen. I am travelling in 4 hours and cannot check in my fellow passengers,[],2021-11-01 08:20:58+00:00
David_Farren,"@British_Airways I had a return flight to London booked leaving BHD tomorrow that I had to cancel last week. Followed the instructions online and got my eVoucher, but the app is still showing the flight is not cancelled and is encouraging me to check in! Can you advise please?",[],2021-11-01 08:17:11+00:00
linsey_williams,"@British_Airways #CantBookwithconfidence  #flightcancelled no conversation with anyone re how much the holiday will now cost , just get on with it!! Ruined my 40th!!!","[{'text': 'CantBookwithconfidence', 'indices': [17, 40]}, {'text': 'flightcancelled', 'indices': [42, 58]}]",2021-11-01 08:11:05+00:00
bhoneycombe,@British_Airways How do I cancel a booking on Avios with an Amex Voucher?  Can’t get through on phone.,[],2021-11-01 08:08:23+00:00
olwiggy,@British_Airways so where do I find my Companion Vouchers on the BA App?,[],2021-11-01 08:05:56+00:00
MsCarter_13,@British_Airways I need to change my booking and you are not taking calls. Can someone please help me?,[],2021-11-01 08:05:36+00:00
djbshearer,@British_Airways BA1475 what is the point in distancing people as they get off the plane then cramming them all in a bus - pointless! Cheerily tell us we are ahead of schedule then take over 15 mins to the terminal. I prefer bus tours for holidays not when on business thanks!,[],2021-11-01 07:58:53+00:00
Brendab78691510,@British_Airways @leelatirumala Good morning my holiday was cancelled  for the 4th time to Punta Cana.  Travelling 4th December.  Which is a shame as there is no red list countries.  I have received my refund for the holiday but again my paid seat booking has not been refunded.I see no reason why again waiting,[],2021-11-01 07:57:35+00:00
essexjimmy,@British_Airways we’re flying to USA with yourselves on Saturday 20th Nov… what tests are suitable for entry into USA?,[],2021-11-01 07:57:11+00:00
danielsmawfield,"@British_Airways Having issues booking flights at the moment. I get through to payment and am told there was a problem and I have to search again. It’s not often I’m desperate to give away money, but I understand ‘doing business’ involves payment for goods and services.",[],2021-11-01 07:37:28+00:00
ClaireTeagle,@British_Airways still waiting to hear after more than 2 weeks re cancelled evening flight from Munich on 5 Dec. New flight  at 7am does not work for long weekend trip. When will you respond to my e mail? No one will deal on phone as also booked hotel  with BA,[],2021-11-01 07:31:50+00:00
thestripedcouch,@British_Airways Nothing happy about it! You  haven't responded to me in two weeks! I am unable to change my flight. Your service is SHOCKING 👎🏽👎🏽👎🏽👎🏽👎🏽,[],2021-11-01 07:26:21+00:00
Moelassal21,@British_Airways Shame what this airline has come to. No food on morning flights! You have to pay for it! And no blankets! Silly excuse (COVID-19 Risks!!) Flight from Cairo was a bad experience for my wife &amp; Daughter.,[],2021-11-01 07:20:06+00:00
Aanchal92109943,@British_Airways I am bit confused with baggage allowance; as it says 23kgs for check in and 23kgs for handbag. Will it be possible to have two check-in bag and carry a laptop bag as handbag?,[],2021-11-01 07:13:36+00:00
IanMForrest,"@British_Airways Hi Rob, I've sent you a DM with my details and query, can you get this looked at and respond please?",[],2021-11-01 07:10:28+00:00
hoolhoolool,"@British_Airways @LukebertoShaw23 I am trying to do that, but can’t upload docs without seat number. (Netherlands requirement). Can’t get seat number without checking in. Can’t check in without uploading documents. Can’t upload documents without seat number.  Etc.",[],2021-11-01 07:08:55+00:00
hoolhoolool,"@British_Airways I am trying to check in online but I need to upload the Netherlands health form, but can’t complete it as I need to say which seat I’m in. I can’t pick a seat as I haven’t upload the form so can’t check in. Flying this afternoon.",[],2021-11-01 07:06:22+00:00
IanSmit02361554,@British_Airways I have valid vouchers from 2020. They begin 125- When I try to use them to book flights with your app it says there is a problem. Who should I contact about this?,[],2021-11-01 06:43:53+00:00
nicbatchelor,"@British_Airways Hi, l am flying with my mum from LHW to LAX next week because her twin is in the last stage of her cancer. My mum uses facebook video chat to be with her... is there internet on board so that she can still be with her for the duration of the flight?",[],2021-11-01 06:37:19+00:00
KeerthyShyamala,"@British_Airways BA119 on December 8th shows as cancelled on BA website, but my booking on this flight is still shown as valid in the website. How is this possible?",[],2021-11-01 06:31:37+00:00
KateBarnesQuin1,@British_Airways Followed your advice yesterday to DM to get support - all info provided but no response 24 hours later.  Any thoughts on how to get through to someone in customer service who might respond?,[],2021-11-01 06:14:09+00:00
Caitlinh24,@British_Airways @sahilkakkar888 I am a first time customer and they ignored my complaint regarding theft of items in transit which includes medications. I have a chronic condition and I’m in a foreign country and they have hung up on me three times. I fly to the UK every year and they displayed they,[],2021-11-01 06:10:52+00:00
VarissaM,"@British_Airways what the heck. Online checkin was not available, I show up 55 mins before my departure time. Flight attendant dismissed me telling me to call the helpdesk (closed) all because of the PLF",[],2021-11-01 06:02:41+00:00
nalini51purohit,@British_Airways Britishers knw who to take fr ads its public not stars but india every ads full of actors yhanks fr beautiful ads like to see ads,[],2021-11-01 05:35:04+00:00
DrScrabble,@British_Airways I am getting very frustrated. Been trying to call the Lahore number which no one answers. Have tried to change flight online and the system asks me to call someone as I can’t do it online. This is my 4th tweet and I have sent numerous DM’s. @British_Airways,[],2021-11-01 05:22:37+00:00
Sebinho9,@British_Airways please can someone respond to my DM. It has been 4 days since I provided the details you asked for.,[],2021-11-01 04:59:58+00:00
venkysplace,@British_Airways can you tell me why you stopped accepting #Mastercard @Mastercard  ? Waiting to book my tickets to LHR from MAA ! @venkysplace,"[{'text': 'Mastercard', 'indices': [59, 70]}]",2021-11-01 04:28:15+00:00
dhaevernas,"@British_Airways hey, I have a flight to Glasgow departing from Gatwick at 10:05. How early should I arrive at the airport?",[],2021-11-01 03:33:54+00:00
BrianB400,"@British_Airways Well thanks., most folk use these to go to USA and as we all know that has not been possible. All the spending that is needed to earn a companion voucher and can’t even use it!",[],2021-11-01 03:20:09+00:00
justsayinghete,@British_Airways British Airways.... the best in the business 👏👏,[],2021-11-01 03:07:41+00:00
IAmJShaik,"@British_Airways Hello, are there any travel restrictions for passengers transiting to the US from INDIA or vice versa from Nov 10th",[],2021-11-01 02:58:52+00:00
bobluthuli,"@British_Airways My experience on assets,stocks and lnvestments for the past months is unmatched. @austinn_taz made me the best Returns on lnvestments. I started my investment with $500 and now I'm earning over $45k",[],2021-11-01 02:56:12+00:00
ayisha1992_xo,"@British_Airways hi guys random question but if I fly to Cairo from Heathrow direct, is food included at all on these direct flights? Thanks :)",[],2021-11-01 02:48:11+00:00
EmmaElizabethVO,"@British_Airways Book a flight with your company but every time I try to add further details to ""save time when checking in"" it doesn't save my info and continues to tell me that I need to provide more details despite already doing so several times.",[],2021-11-01 02:14:32+00:00
Actressleslie26,@British_Airways Very nice,[],2021-11-01 02:11:39+00:00
1030,@British_Airways No. Never mind.,[],2021-11-01 01:45:01+00:00
1030,@British_Airways What booking details?,[],2021-11-01 01:28:14+00:00
danwood_19,"@British_Airways hi, I’m trying to check in online for my flight tomorrow however your website has me stuck in a continuous loop as shown. Please help. https://t.co/RHkQ7GKLG0",[],2021-11-01 01:14:25+00:00
gypsykingggaga,@British_Airways you alright? https://t.co/8e3TRZO47F,[],2021-11-01 00:53:20+00:00
hirendshah,@British_Airways @SJCARROLL91 Can you please stop giving people useless suggestions and actually bother fixing your website.  Enough people have complained about this issue now... there is clearly a problem on your end!,[],2021-11-01 00:37:26+00:00
LatchLynda,@British_Airways just checked in and my seat has been changed. Paid for mum and dad’s seats so they were sitting next to us and now myself and baby have been moved? I’ve checked in and unable to change seat now as didn’t realise until after. Can you help please?,[],2021-11-01 00:10:47+00:00
livingstone9594,"@British_Airways @scotgov What's this then? showing some high-flyers the northern lights, is it? Hmmm! 🤨 #COP26Glasow https://t.co/aFruSbvtuA","[{'text': 'COP26Glasow', 'indices': [105, 117]}]",2021-10-31 23:17:25+00:00
Bolt_en_Nut,"@British_Airways Please respond to my email, been try to contact you regarding the refund without success.... https://t.co/CbEMnwhyIP",[],2021-10-31 23:15:56+00:00
BigJardel,@British_Airways purpose of this? Wouldn’t be too show off the Shetland’s and Northern Lights to some dignitaries would it? https://t.co/02EBrdcW5c,[],2021-10-31 23:12:18+00:00
aziz_emran,@British_Airways You guys are so tight that you would claim someone lives in the UK to avoid paying an out of expense claim after losing their luggage.Disgraceful airline! #neverflybritishairways,"[{'text': 'neverflybritishairways', 'indices': [172, 195]}]",2021-10-31 22:30:31+00:00
jkkrish29,@British_Airways complete shambles. No reply. Nothing for the past 5 days!,[],2021-10-31 22:13:59+00:00
Caitlinh24,"@British_Airways You made this the most miserable day of the year. I can't contact anyone. I get disconnected, etc. Thank you for making my vacation a nightmare. So much for first impressions. @VirginAtlantic will now get all my business in future.",[],2021-10-31 22:08:24+00:00
rohitjhawar,"@British_Airways I am Indian passport holder traveling to Stockholm ( Have US visa and Swedish residence permit) BA0158 and BA0780. I won’t cross the UK border for this transit flight, right? Unable to reach customer care whatsoever.",[],2021-10-31 22:00:13+00:00
360Marcus,@British_Airways I have a suitcase mistakenly taken from X26 bus from LHR this afternoon. I believe it belongs to one of your flight attendants. Desperately want to return it with apologies. Please help,[],2021-10-31 22:00:03+00:00
KristoferGilma1,@British_Airways complaint raised on 2nd October. Still no response. Am I the only one you are ignoring?,[],2021-10-31 21:58:16+00:00
IanAbNe,"@British_Airways @scottiebateman It would be nice if BA1 was brought back into circulation. Qantas have QF1, Singapore have SQ1, Virgin have VS1. Having done them it would be nice to add BA1 to my collection...Think again BA. @AndyEMorrison @citizen_tammy @aldersonjackson @BloodyPolitics",[],2021-10-31 21:48:00+00:00
Edward_SQuinn,"@British_Airways URGENT! Please help, can you advise if our PCR test for LGW-Grenada (BA2157) should be within 72hrs of departing LGW or the transit in Antigua",[],2021-10-31 21:47:59+00:00
LiamMcHugh10,@British_Airways Need urgent help can you please reply to my dm 👍,[],2021-10-31 21:46:41+00:00
LiamMcHugh10,@British_Airways @Soundjunction1 Dm me @British_Airways,[],2021-10-31 21:45:59+00:00
zohaib_zaman1,"@British_Airways Hi, I’m on holidays and I want to change my travel date but I can’t do this online and error msg says I should call customer service but when I call no one answer the call and I only have 6 days left to change the date or I lose my ticket. Can you plz help me ?",[],2021-10-31 21:43:30+00:00
LukebertoShaw23,@British_Airways do I have to upload all my documents before flying or can they just be shown in person? All a bit confusing to be honest 🤷‍♂️,[],2021-10-31 21:40:25+00:00
